index	STRING_id
427	10090.ENSMUSP00000004057
428	10090.ENSMUSP00000004076
429	10090.ENSMUSP00000004094
430	10090.ENSMUSP00000004120
431	10090.ENSMUSP00000004134
432	10090.ENSMUSP00000004136
433	10090.ENSMUSP00000004137
434	10090.ENSMUSP00000004140
435	10090.ENSMUSP00000004156
436	10090.ENSMUSP00000004172
437	10090.ENSMUSP00000004173
438	10090.ENSMUSP00000004200
439	10090.ENSMUSP00000004201
440	10090.ENSMUSP00000004202
441	10090.ENSMUSP00000004203
442	10090.ENSMUSP00000004206
443	10090.ENSMUSP00000004208
444	10090.ENSMUSP00000004222
445	10090.ENSMUSP00000004232
446	10090.ENSMUSP00000004281
447	10090.ENSMUSP00000004294
448	10090.ENSMUSP00000004326
449	10090.ENSMUSP00000004327
450	10090.ENSMUSP00000004330
451	10090.ENSMUSP00000004343
452	10090.ENSMUSP00000004375
453	10090.ENSMUSP00000004377
454	10090.ENSMUSP00000004378
455	10090.ENSMUSP00000004379
456	10090.ENSMUSP00000004381
457	10090.ENSMUSP00000004389
458	10090.ENSMUSP00000004396
459	10090.ENSMUSP00000004430
460	10090.ENSMUSP00000004453
461	10090.ENSMUSP00000004470
462	10090.ENSMUSP00000004473
463	10090.ENSMUSP00000004480
464	10090.ENSMUSP00000004494
465	10090.ENSMUSP00000004505
466	10090.ENSMUSP00000004507
467	10090.ENSMUSP00000004508
468	10090.ENSMUSP00000004560
469	10090.ENSMUSP00000004565
470	10090.ENSMUSP00000004576
471	10090.ENSMUSP00000004587
472	10090.ENSMUSP00000004614
473	10090.ENSMUSP00000004622
474	10090.ENSMUSP00000004646
475	10090.ENSMUSP00000004655
476	10090.ENSMUSP00000004657
477	10090.ENSMUSP00000004673
478	10090.ENSMUSP00000004683
479	10090.ENSMUSP00000004684
480	10090.ENSMUSP00000004686
481	10090.ENSMUSP00000004715
482	10090.ENSMUSP00000004728
483	10090.ENSMUSP00000004729
484	10090.ENSMUSP00000004732
485	10090.ENSMUSP00000004756
486	10090.ENSMUSP00000004770
487	10090.ENSMUSP00000004774
488	10090.ENSMUSP00000004784
489	10090.ENSMUSP00000004786
490	10090.ENSMUSP00000004829
491	10090.ENSMUSP00000004868
492	10090.ENSMUSP00000004910
493	10090.ENSMUSP00000004913
494	10090.ENSMUSP00000004920
495	10090.ENSMUSP00000004936
496	10090.ENSMUSP00000004943
497	10090.ENSMUSP00000004949
498	10090.ENSMUSP00000004955
499	10090.ENSMUSP00000004959
500	10090.ENSMUSP00000004965
501	10090.ENSMUSP00000004968
502	10090.ENSMUSP00000004985
503	10090.ENSMUSP00000004990
504	10090.ENSMUSP00000004994
505	10090.ENSMUSP00000005003
506	10090.ENSMUSP00000005014
507	10090.ENSMUSP00000005015
508	10090.ENSMUSP00000005017
509	10090.ENSMUSP00000005019
510	10090.ENSMUSP00000005057
511	10090.ENSMUSP00000005064
512	10090.ENSMUSP00000005066
513	10090.ENSMUSP00000005067
514	10090.ENSMUSP00000005069
515	10090.ENSMUSP00000005073
516	10090.ENSMUSP00000005077
517	10090.ENSMUSP00000005103
518	10090.ENSMUSP00000005108
519	10090.ENSMUSP00000005114
520	10090.ENSMUSP00000005164
521	10090.ENSMUSP00000005173
522	10090.ENSMUSP00000005185
523	10090.ENSMUSP00000005188
524	10090.ENSMUSP00000005218
525	10090.ENSMUSP00000005233
526	10090.ENSMUSP00000005234
527	10090.ENSMUSP00000005255
528	10090.ENSMUSP00000005256
529	10090.ENSMUSP00000005279
530	10090.ENSMUSP00000005334
531	10090.ENSMUSP00000005336
532	10090.ENSMUSP00000005352
533	10090.ENSMUSP00000005364
534	10090.ENSMUSP00000005406
535	10090.ENSMUSP00000005413
536	10090.ENSMUSP00000005431
537	10090.ENSMUSP00000005452
538	10090.ENSMUSP00000005488
539	10090.ENSMUSP00000005490
540	10090.ENSMUSP00000005493
541	10090.ENSMUSP00000005503
542	10090.ENSMUSP00000005504
543	10090.ENSMUSP00000005507
